Age,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Workout_Frequency (days/week),BMI,Base_MET,HR_Intensity,Calories_Burned (kcal)
51,156.0,74.0,0.92,1,25.4,4,21.1,9.5,0.8541666666666666,40.96044692504955
56,133.0,72.0,0.77,0,27.0,6,23.6,7.0,0.648936170212766,27.832867780352593
21,147.0,60.0,0.82,0,18.9,4,28.3,7.0,0.6492537313432836,34.68787265568828
28,161.0,63.0,0.93,2,17.3,5,24.9,8.0,0.7480916030534351,36.41874542459709
46,144.0,65.0,1.16,2,14.3,6,24.0,8.0,0.7523809523809524,45.50578912090611
19,164.0,62.0,1.13,2,23.6,7,25.0,8.0,0.75,42.00454521978382
33,153.0,81.0,0.25,0,28.9,3,19.5,7.0,0.6486486486486487,14.97056274847714
56,131.0,74.0,1.07,0,28.7,3,19.4,7.0,0.6551724137931034,30.588341473600646
30,148.0,57.0,1.37,3,10.6,7,18.0,6.0,0.7,32.32783127434647
54,140.0,60.0,0.73,2,15.2,7,24.8,8.0,0.7476635514018691,35.544640096823414
34,160.0,84.0,0.27,3,29.8,2,27.7,6.0,0.6972477064220184,19.232051243344344
38,154.0,60.0,0.95,3,10.9,6,27.1,6.0,0.7014925373134329,36.19424040349539
36,143.0,55.0,0.84,0,10.5,7,28.6,7.0,0.6518518518518519,35.00270260399908
24,166.0,82.0,0.69,3,33.4,2,29.8,6.0,0.7,30.335738742141018
55,127.0,56.0,0.61,0,13.0,4,24.6,7.0,0.6513761467889908,24.929537686339888
25,153.0,57.0,1.35,0,19.3,6,23.7,7.0,0.6486486486486487,39.250454542950195
30,150.0,73.0,0.78,0,26.5,2,29.9,7.0,0.652542372881356,30.80243893371345
54,119.0,62.0,1.27,4,23.9,5,21.2,3.0,0.5480769230769231,20.847319317591726
19,153.0,62.0,1.31,0,19.6,6,19.3,7.0,0.6453900709219859,34.82933613303395
58,136.0,55.0,1.04,2,20.4,6,22.6,8.0,0.75,33.29305880764658
28,168.0,67.0,1.01,1,22.2,6,22.2,9.5,0.8559322033898306,43.457672619701945
41,147.0,81.0,0.81,3,32.2,3,24.2,6.0,0.6947368421052632,29.11912595173586
23,164.0,60.0,0.71,2,24.3,6,20.6,8.0,0.7482014388489209,29.292171544972714
43,138.0,73.0,0.55,0,25.0,2,25.5,7.0,0.65,25.400729917285044
24,167.0,71.0,0.42,2,32.2,2,21.7,8.0,0.75,20.873565528793275
56,141.0,72.0,0.84,2,25.2,5,28.9,8.0,0.75,36.67815921162744
36,156.0,60.0,0.8,2,18.3,7,19.2,8.0,0.7441860465116279,32.117444218463966
23,137.0,64.0,0.86,4,20.1,4,23.4,3.0,0.553030303030303,17.44222209522358
46,159.0,59.0,1.34,1,18.0,7,22.7,9.5,0.8547008547008547,51.83679039467342
56,115.0,67.0,1.07,4,16.8,4,24.9,3.0,0.5454545454545454,19.46625258399798
19,152.0,76.0,0.72,0,32.2,3,27.7,7.0,0.6495726495726496,30.043720133592476
36,149.0,58.0,1.1,2,15.2,7,25.1,8.0,0.7459016393442623,35.19677405367299
21,182.0,78.0,0.32,1,28.6,3,23.5,9.5,0.8455284552845529,25.415324181924245
23,161.0,66.0,1.17,2,25.3,4,26.8,8.0,0.7480314960629921,48.950956811428
54,134.0,69.0,0.93,0,30.0,2,27.4,7.0,0.6435643564356436,31.710532478737267
45,140.0,55.0,0.9,3,15.7,5,25.1,6.0,0.6967213114754098,28.815580474818255
47,143.0,78.0,0.65,3,34.8,3,25.6,6.0,0.6989247311827957,26.768037819774925
24,178.0,69.0,0.25,1,14.5,5,26.6,9.5,0.8515625,24.80298490840153
26,160.0,64.0,0.8,2,22.9,3,18.0,8.0,0.75,29.22819239085094
42,155.0,83.0,0.66,2,24.6,3,22.6,8.0,0.7422680412371134,27.31211353689802
50,145.0,78.0,0.53,2,23.4,4,25.5,8.0,0.7528089887640449,27.93993987969916
18,167.0,81.0,0.88,3,23.0,2,22.8,6.0,0.6991869918699187,26.96204412675321
23,142.0,66.0,1.01,4,19.6,7,22.8,3.0,0.5507246376811594,17.92987706936498
35,142.0,55.0,1.43,3,13.2,6,25.5,6.0,0.7016129032258065,38.88031311034689
27,160.0,71.0,1.57,2,18.1,4,25.6,8.0,0.7478991596638656,47.230072110448916
45,140.0,65.0,0.67,3,20.8,5,25.9,6.0,0.7009345794392523,25.356900409220344
28,139.0,72.0,0.42,4,23.4,3,20.8,3.0,0.5491803278688525,10.806248474865699
50,146.0,79.0,0.85,3,27.1,2,18.3,6.0,0.7052631578947368,25.640549922170507
18,142.0,80.0,0.78,4,22.1,5,27.2,3.0,0.5486725663716814,16.176908428002825
30,154.0,73.0,0.61,3,11.3,7,21.0,6.0,0.6982758620689655,23.219040425836983
54,131.0,66.0,0.8,0,15.7,5,20.8,7.0,0.65,26.530685235374218
37,153.0,74.0,0.97,3,18.0,3,20.4,6.0,0.6991150442477876,29.918646587848922
18,148.0,55.0,1.38,0,21.2,6,28.6,7.0,0.6503496503496503,45.13385195377097
20,140.0,62.0,0.89,4,24.4,3,24.8,3.0,0.5492957746478874,17.63670033381372
35,148.0,75.0,0.89,0,23.9,5,25.4,7.0,0.6576576576576577,33.50211261319529
58,128.0,77.0,0.34,4,18.9,3,26.8,3.0,0.5425531914893617,10.280065146407
31,180.0,68.0,0.45,1,26.0,2,23.8,9.5,0.8484848484848485,31.70459909270544
48,159.0,65.0,1.07,1,15.5,5,28.1,9.5,0.8468468468468469,47.72323400584479
44,129.0,73.0,0.93,4,20.4,4,19.2,3.0,0.5490196078431373,16.60107523773828
34,154.0,75.0,0.96,3,27.2,4,19.7,6.0,0.6991150442477876,27.549957698785295
46,142.0,78.0,0.63,0,23.1,2,19.4,7.0,0.6464646464646465,21.494680248941464
53,146.0,73.0,0.45,2,26.2,2,25.7,8.0,0.7525773195876289,27.536418198556166
54,139.0,71.0,0.46,3,21.6,3,26.0,6.0,0.7010309278350515,20.97825058615211
43,141.0,71.0,0.98,0,21.6,4,22.1,7.0,0.6422018348623854,27.79932885150268
34,141.0,79.0,0.88,4,22.2,2,23.1,3.0,0.5535714285714286,14.840427548016704
39,139.0,75.0,0.47,4,21.9,3,29.1,3.0,0.5470085470085471,13.073154945133417
42,128.0,78.0,1.15,4,17.4,3,21.2,3.0,0.5494505494505495,21.05645245912736
19,165.0,70.0,0.74,3,15.8,3,25.2,6.0,0.7037037037037037,30.03123475609393
39,147.0,64.0,0.98,3,23.8,5,21.3,6.0,0.7033898305084746,28.16620625799671
22,153.0,75.0,0.68,0,26.9,3,28.4,7.0,0.6554621848739496,28.919249667480617
21,174.0,70.0,0.8,1,19.4,5,26.5,9.5,0.8524590163934426,40.8018691180654
53,119.0,59.0,1.05,4,10.0,6,18.4,3.0,0.5454545454545454,15.389652095427328
23,160.0,73.0,0.67,3,20.8,5,23.0,6.0,0.7016129032258065,23.51078203426935
38,152.0,77.0,1.12,2,28.8,4,18.0,8.0,0.75,37.110100997057
30,171.0,62.0,1.18,1,15.0,7,27.6,9.5,0.8515625,54.16048432839589
54,140.0,82.0,0.74,0,32.0,2,32.2,7.0,0.651685393258427,33.586514299661324
42,130.0,63.0,0.88,4,20.5,7,18.0,3.0,0.5447154471544715,13.722595205626838
43,161.0,66.0,1.03,1,21.6,5,18.3,9.5,0.8482142857142857,39.626914370392626
56,141.0,69.0,0.99,2,11.5,7,24.7,8.0,0.75,33.11694747554235
37,151.0,68.0,0.81,3,23.9,5,23.9,6.0,0.7033898305084746,29.918646587848922
50,162.0,81.0,0.39,1,31.3,2,22.4,9.5,0.8526315789473684,26.684490582891655
31,156.0,76.0,0.46,3,24.0,3,18.0,6.0,0.7017543859649122,16.253766734567417
53,138.0,66.0,1.13,3,13.9,7,25.3,6.0,0.6990291262135923,38.3286498658212
34,149.0,68.0,0.8,3,20.2,5,27.6,6.0,0.6982758620689655,26.830539363667825
38,148.0,70.0,0.47,3,21.7,2,35.0,6.0,0.7027027027027027,26.8652039660211
33,152.0,55.0,1.33,2,18.1,4,29.2,8.0,0.751937984496124,51.06976540366465
33,151.0,79.0,0.41,3,25.9,3,18.8,6.0,0.6990291262135923,15.686152775547315
37,132.0,78.0,0.66,4,23.9,3,24.0,3.0,0.5454545454545454,15.052858997833763
46,143.0,65.0,0.81,2,22.0,5,26.4,8.0,0.7428571428571429,32.158454297582026
45,146.0,74.0,0.81,2,26.6,4,21.2,8.0,0.75,27.47541348310486
25,153.0,72.0,1.09,0,21.4,4,27.1,7.0,0.6532258064516129,34.573214242119874
41,147.0,66.0,0.89,3,15.9,4,26.8,6.0,0.7043478260869566,30.49615361854384
20,176.0,55.0,0.81,1,19.3,7,28.9,9.5,0.8461538461538461,45.89989561575265
42,147.0,65.0,1.18,2,13.5,6,27.2,8.0,0.7522935779816514,44.89136381040757
36,155.0,81.0,0.65,0,25.1,2,25.1,7.0,0.6491228070175439,27.10670025956223
50,152.0,61.0,0.99,1,21.2,6,21.4,9.5,0.8504672897196262,39.3327956954281
19,178.0,64.0,1.33,1,15.0,7,18.8,9.5,0.8507462686567164,44.273102338183456
32,151.0,62.0,1.27,2,15.9,6,24.9,8.0,0.7542372881355932,41.840620433565945
39,167.0,74.0,0.54,1,23.2,3,22.4,9.5,0.8454545454545455,28.69201850644561
27,160.0,63.0,1.45,3,19.8,5,22.8,6.0,0.697841726618705,36.1103660438994
35,151.0,72.0,0.54,3,34.1,3,28.5,6.0,0.7053571428571429,25.224988521577004
39,162.0,64.0,1.24,1,23.9,4,29.5,9.5,0.8521739130434782,53.82114294781145
44,146.0,72.0,0.49,3,23.6,3,19.1,6.0,0.7047619047619048,18.697825972792405
30,152.0,61.0,1.26,3,16.4,7,23.2,6.0,0.6946564885496184,36.59015418471401
50,132.0,57.0,1.26,2,21.4,5,22.3,8.0,0.7425742574257426,40.09988123498688
22,153.0,64.0,0.93,0,21.8,3,25.3,7.0,0.6496350364963503,29.96247800155676
43,168.0,62.0,1.64,1,18.1,4,18.0,9.5,0.8548387096774194,51.78475620470915
30,156.0,78.0,0.78,3,28.8,3,18.2,6.0,0.6964285714285714,24.26023609947177
44,125.0,62.0,0.76,4,18.1,4,23.5,3.0,0.5575221238938053,16.729655629509047
31,149.0,68.0,0.86,0,18.5,5,27.1,7.0,0.648,33.85526460647027
41,136.0,80.0,1.1,4,23.2,5,24.3,3.0,0.5490196078431373,20.908513701242157
20,182.0,75.0,0.45,1,23.5,2,26.7,9.5,0.8492063492063492,31.13608305156178
47,152.0,76.0,0.46,2,28.2,2,24.8,8.0,0.7524752475247525,29.483328921827813
52,148.0,75.0,0.53,2,23.5,2,29.1,8.0,0.7525773195876289,27.91320778519081
31,142.0,65.0,1.23,0,25.2,7,29.9,7.0,0.652542372881356,40.05710403724916
29,168.0,70.0,0.48,1,21.1,3,21.0,9.5,0.8521739130434782,30.074912314767122
45,139.0,69.0,0.72,3,30.1,3,27.5,6.0,0.7,28.912780528448103
46,152.0,71.0,0.56,1,15.1,5,26.0,9.5,0.8526315789473684,36.16804946548881
34,160.0,72.0,0.82,2,18.3,6,34.0,8.0,0.7457627118644068,41.790409909020035
57,127.0,77.0,0.48,4,26.9,2,20.8,3.0,0.5555555555555556,12.832396974191328
38,152.0,75.0,0.25,3,29.8,3,23.5,6.0,0.7064220183486238,13.77339532250428
40,138.0,76.0,1.07,4,21.1,3,19.9,3.0,0.5535714285714286,19.55922076513899
37,128.0,62.0,1.39,4,13.4,4,20.1,3.0,0.5546218487394958,22.50306103326684
28,128.0,55.0,1.46,4,14.6,5,25.5,3.0,0.5447761194029851,22.347484469653118
51,142.0,77.0,0.37,3,30.2,2,24.8,6.0,0.6989247311827957,19.633307652783937
27,166.0,67.0,1.36,2,11.9,5,26.2,8.0,0.75,46.98162920932704
27,161.0,72.0,0.28,2,21.1,3,26.1,8.0,0.7542372881355932,19.50348808914498
23,159.0,74.0,0.69,0,23.4,2,23.1,7.0,0.648854961832061,23.361387974635775
53,128.0,81.0,0.8,4,23.4,2,23.0,3.0,0.5465116279069767,15.355114519933307
41,128.0,62.0,1.28,4,8.6,6,20.1,3.0,0.55,20.829805080201623
29,150.0,72.0,0.87,0,19.7,4,21.2,7.0,0.65,30.280024783137943
40,146.0,71.0,0.68,3,20.4,3,23.8,6.0,0.7009345794392523,25.34958866235469
44,142.0,69.0,0.64,0,21.4,5,24.8,7.0,0.6517857142857143,27.966648127543397
54,139.0,74.0,0.53,1,20.3,3,26.8,9.5,0.8552631578947368,36.15232627245684
23,160.0,77.0,0.3,3,25.1,3,26.4,6.0,0.7033898305084746,17.616319736382763
18,186.0,77.0,0.71,1,24.5,3,30.2,9.5,0.8515625,40.360358827564255
23,171.0,64.0,0.82,1,20.8,6,20.1,9.5,0.8492063492063492,37.77939164944583
39,130.0,72.0,0.79,4,16.1,3,23.1,3.0,0.5523809523809524,16.994736112934028
58,130.0,62.0,0.61,3,25.0,6,20.5,6.0,0.6938775510204082,23.19523764523764
41,142.0,78.0,0.9,0,25.2,2,29.1,7.0,0.6464646464646465,36.460369212996376
42,151.0,78.0,0.73,2,21.3,3,22.0,8.0,0.7525773195876289,28.35127674415032
32,125.0,55.0,1.33,4,12.1,7,28.6,3.0,0.546875,23.737132707432657
43,147.0,56.0,1.15,2,13.6,5,29.8,8.0,0.7520661157024794,40.8018691180654
25,137.0,62.0,1.0,4,19.1,3,25.7,3.0,0.5474452554744526,20.7771815640127
41,164.0,68.0,0.94,1,26.2,4,25.2,9.5,0.8495575221238938,43.85629727747325
55,144.0,67.0,0.79,2,20.1,4,24.2,8.0,0.7475728155339806,34.81304116749933
23,158.0,71.0,0.74,3,16.2,4,22.7,6.0,0.696,23.690465157330255
52,142.0,66.0,0.84,3,21.2,5,22.3,6.0,0.7037037037037037,30.335738742141018
59,131.0,76.0,0.86,3,20.4,7,23.4,6.0,0.6962025316455697,26.621670111997307
18,164.0,67.0,0.89,3,18.7,5,31.3,6.0,0.7028985507246377,36.10511776651529
53,128.0,73.0,1.0,4,26.0,4,19.8,3.0,0.5555555555555556,17.46278500112458
29,146.0,58.0,0.73,3,22.5,4,24.8,6.0,0.704,27.06544339933592
55,144.0,73.0,0.69,2,26.6,2,26.8,8.0,0.7553191489361702,32.9857113690718
28,173.0,70.0,0.53,1,23.5,2,22.9,9.5,0.8512396694214877,29.993749389529203
29,161.0,73.0,0.56,2,21.6,3,25.7,8.0,0.7521367521367521,31.645207682521445
59,131.0,75.0,0.69,0,26.3,2,18.0,7.0,0.6511627906976745,23.306125740618608
56,128.0,68.0,0.7,0,22.5,5,29.3,7.0,0.6451612903225806,27.89983277545211
24,161.0,70.0,0.82,3,28.5,5,28.5,6.0,0.6946564885496184,30.422214606655118
28,155.0,69.0,0.86,3,21.7,3,23.6,6.0,0.6991869918699187,29.234596203568884
53,137.0,82.0,0.44,3,22.8,3,20.5,6.0,0.6962025316455697,19.707141681944215
48,135.0,67.0,1.3,0,8.0,6,27.2,7.0,0.6476190476190476,38.99756090305861
50,144.0,72.0,0.44,2,26.6,2,19.4,8.0,0.75,21.272301132462168
30,155.0,66.0,1.04,3,17.6,6,20.0,6.0,0.7007874015748031,29.464265445104544
35,132.0,76.0,0.38,4,25.4,3,23.8,3.0,0.5490196078431373,11.638181696985855
58,134.0,63.0,1.11,0,15.0,5,30.1,7.0,0.6513761467889908,36.07361290973054
41,150.0,62.0,0.85,2,13.6,7,26.6,8.0,0.7457627118644068,38.15968127363563
26,141.0,55.0,1.31,0,13.8,7,21.4,7.0,0.6466165413533834,34.8021738488367
48,120.0,57.0,1.33,4,12.1,7,18.0,3.0,0.5526315789473685,18.76535576386786
58,116.0,62.0,1.02,4,15.6,7,24.2,3.0,0.5510204081632653,22.0
27,159.0,69.0,0.48,2,25.7,3,25.0,8.0,0.75,26.17090697865442
19,184.0,75.0,0.52,1,14.7,3,23.7,9.5,0.8515625,33.071355833500355
55,144.0,68.0,0.86,3,20.9,3,31.2,6.0,0.7037037037037037,35.30415526452784
32,136.0,61.0,1.23,4,18.7,7,23.5,3.0,0.5514705882352942,19.596295978708937
20,181.0,64.0,0.96,1,20.1,6,18.0,9.5,0.8540145985401459,33.43444651747787
48,135.0,57.0,1.26,3,17.3,7,22.4,6.0,0.7027027027027027,36.42915559832143
23,179.0,67.0,0.79,1,18.3,6,25.8,9.5,0.8549618320610687,38.46727072585943
20,144.0,72.0,0.82,4,23.2,3,25.5,3.0,0.5454545454545454,15.720045146669355
28,159.0,55.0,1.05,2,13.9,7,23.3,8.0,0.7536231884057971,41.289721643826724
32,134.0,63.0,0.53,4,18.6,2,22.6,3.0,0.5503875968992248,12.057026712644465
45,130.0,73.0,0.55,4,19.8,2,18.0,3.0,0.5480769230769231,10.930583900195689
27,156.0,66.0,0.8,3,13.4,7,24.3,6.0,0.703125,32.03527581789224
55,133.0,84.0,0.3,0,24.5,5,22.6,7.0,0.6533333333333333,14.876018487783188
24,162.0,61.0,0.91,2,22.5,5,25.0,8.0,0.753731343283582,34.40879014743554
32,159.0,68.0,1.2,3,17.5,5,26.0,6.0,0.7,35.37913856685304
35,135.0,71.0,0.93,4,11.0,4,29.0,3.0,0.5517241379310345,20.108821768696767
35,161.0,72.0,0.5,2,24.6,3,20.2,8.0,0.7478991596638656,22.730547911439402
58,141.0,84.0,0.25,0,27.0,2,18.8,7.0,0.6477272727272727,12.463747785411636
41,147.0,67.0,1.02,2,14.5,5,21.7,8.0,0.7547169811320755,40.34619227274159
19,141.0,64.0,0.84,4,12.3,5,21.1,3.0,0.5460992907801419,16.373894524569362
57,142.0,66.0,0.41,2,21.8,3,20.7,8.0,0.7450980392156863,22.73863375370596
37,133.0,66.0,0.77,4,19.4,4,29.8,3.0,0.5447154471544715,18.405881505095536
51,142.0,70.0,0.79,2,26.3,5,24.6,8.0,0.75,34.89444402616741
43,156.0,81.0,0.7,2,21.7,3,31.9,8.0,0.75,39.0511875589489
24,158.0,55.0,0.9,2,18.7,6,24.0,8.0,0.7518248175182481,34.01110939696249
55,131.0,66.0,1.15,0,23.2,3,19.3,7.0,0.65,32.29868802155558
47,129.0,72.0,0.63,4,22.3,3,20.8,3.0,0.5533980582524272,14.30950643030009
59,126.0,85.0,0.8,4,28.3,2,28.1,3.0,0.5466666666666666,20.28003590661379
22,157.0,69.0,0.38,0,27.7,2,19.5,7.0,0.6518518518518519,19.780725424099174
28,134.0,67.0,1.46,4,8.0,6,26.2,3.0,0.5491803278688525,24.81044572550035
18,148.0,67.0,0.42,0,21.7,2,22.6,7.0,0.648,21.520204080747263
51,144.0,72.0,0.49,2,17.9,5,20.3,8.0,0.75,20.37856116911898
18,156.0,65.0,1.18,0,20.7,7,29.5,7.0,0.65,44.22553406938637
36,178.0,72.0,0.75,1,27.6,3,21.6,9.5,0.8548387096774194,34.90528417449186
19,144.0,69.0,0.81,4,20.3,7,20.7,3.0,0.5514705882352942,15.435595774162694
38,147.0,71.0,0.65,0,20.3,3,23.7,7.0,0.6551724137931034,26.975852015083177
37,153.0,67.0,0.49,2,23.4,2,22.0,8.0,0.7543859649122807,24.840268254993276
40,172.0,58.0,1.42,1,13.7,7,32.9,9.5,0.8507462686567164,64.00303023346731
38,167.0,65.0,0.76,1,25.4,3,28.2,9.5,0.85,46.419004533344136
41,142.0,66.0,0.81,0,14.9,4,21.6,7.0,0.6495726495726496,27.305289624912426
21,167.0,64.0,1.21,2,18.6,7,22.1,8.0,0.7463768115942029,37.724048132082416
29,149.0,83.0,0.65,0,20.8,2,18.0,7.0,0.6470588235294118,25.107194616927814
39,154.0,68.0,1.03,2,26.6,4,24.5,8.0,0.7478260869565218,40.619244479460214
37,159.0,66.0,1.21,1,24.3,7,21.0,9.5,0.8454545454545455,51.527562993284114
35,170.0,64.0,0.53,1,35.8,4,24.4,9.5,0.848,34.02776706930365
18,143.0,68.0,1.0,4,25.4,4,18.0,3.0,0.5514705882352942,14.88786546606764
47,142.0,60.0,1.0,2,14.5,6,23.9,8.0,0.7454545454545455,39.64612827142519
50,148.0,66.0,1.2,2,22.5,5,30.8,8.0,0.7454545454545455,44.94677837722202
41,130.0,71.0,0.33,4,35.0,3,24.2,3.0,0.5566037735849056,10.280065146407
31,158.0,72.0,0.52,2,27.8,3,20.9,8.0,0.7478260869565218,24.98147512646408
53,156.0,76.0,0.58,1,35.9,3,23.9,9.5,0.851063829787234,30.14965007585619
22,150.0,61.0,1.09,0,23.1,6,23.7,7.0,0.6496350364963503,32.69293876280877
28,136.0,67.0,1.08,4,18.4,7,32.8,3.0,0.5476190476190477,26.975852015083177
41,144.0,70.0,1.31,0,17.5,6,22.7,7.0,0.6491228070175439,37.582824558133794
48,139.0,71.0,0.93,3,19.0,3,19.2,6.0,0.7010309278350515,26.795833031881546
30,155.0,64.0,0.89,2,15.7,6,24.1,8.0,0.7459016393442623,40.09037894816345
33,130.0,61.0,0.98,4,18.6,7,24.8,3.0,0.552,18.803845798313354
41,144.0,63.0,0.85,3,23.0,7,26.2,6.0,0.6982758620689655,30.310988842807028
30,162.0,68.0,0.98,2,17.4,4,27.0,8.0,0.752,42.90434277439098
41,146.0,66.0,0.89,0,15.0,4,31.8,7.0,0.6504065040650406,35.25050335230385
43,136.0,61.0,1.31,0,17.2,6,21.6,7.0,0.646551724137931,34.34281221919955
19,142.0,70.0,0.77,4,11.3,4,21.3,3.0,0.549618320610687,13.11290838985005
33,148.0,80.0,0.67,0,18.9,3,18.0,7.0,0.6538461538461539,21.57116882973774
55,128.0,65.0,1.26,0,18.1,6,26.6,7.0,0.65625,37.385276436759966
18,169.0,62.0,1.03,2,14.3,4,20.5,8.0,0.7482517482517482,36.078865529319536
28,151.0,75.0,0.89,0,32.2,2,27.6,7.0,0.6495726495726496,32.21110930677344
52,138.0,70.0,0.79,0,34.5,2,22.0,7.0,0.6538461538461539,31.846713282089887
46,130.0,69.0,0.91,4,12.4,6,30.9,3.0,0.5495495495495496,19.438283513378583
54,141.0,74.0,0.51,3,19.6,2,18.3,6.0,0.6979166666666666,20.733235581412515
34,139.0,64.0,1.09,0,26.6,3,28.1,7.0,0.6521739130434783,38.25419232825321
56,140.0,77.0,0.64,3,26.6,5,27.6,6.0,0.7,28.338094864378018
59,120.0,75.0,0.25,4,29.6,3,26.1,3.0,0.5555555555555556,9.575836902790225
45,133.0,56.0,1.26,3,8.0,5,19.5,6.0,0.7,27.637813684548323
46,128.0,71.0,0.89,4,15.9,5,26.1,3.0,0.5480769230769231,18.75572210259137
20,174.0,81.0,0.34,2,27.6,3,24.5,8.0,0.75,21.383755044902436
27,164.0,66.0,0.37,2,28.5,3,18.0,8.0,0.7480916030534351,17.788885769542453
59,136.0,76.0,1.02,2,29.6,3,30.2,8.0,0.7407407407407407,44.673332857210866
31,157.0,71.0,0.97,0,22.2,3,22.6,7.0,0.6515151515151515,35.02971779530598
29,166.0,80.0,0.62,2,20.3,3,29.9,8.0,0.7478260869565218,28.548322376196044
59,128.0,60.0,1.65,3,15.6,7,23.7,6.0,0.7010309278350515,39.751646674113346
47,133.0,62.0,0.98,3,12.3,7,27.9,6.0,0.7029702970297029,31.430524973443056
49,131.0,58.0,1.07,0,14.2,7,20.6,7.0,0.6517857142857143,31.79940827884417
49,129.0,70.0,0.73,0,14.1,7,24.9,7.0,0.6483516483516484,27.90652102802999
59,142.0,62.0,1.1,1,18.6,7,24.6,9.5,0.851063829787234,45.89989561575265
49,136.0,75.0,1.03,3,22.7,5,22.7,6.0,0.6931818181818182,32.507970093878306
43,156.0,61.0,0.8,1,13.3,5,20.5,9.5,0.8482142857142857,40.42640687119285
18,154.0,69.0,1.14,0,24.5,6,18.0,7.0,0.6538461538461539,34.834766186308286
59,129.0,65.0,0.83,3,20.0,5,20.6,6.0,0.6956521739130435,25.151427218472335
19,171.0,67.0,0.98,2,10.1,4,26.8,8.0,0.7536231884057971,35.68819443804651
34,158.0,78.0,0.35,2,29.2,2,18.4,8.0,0.7476635514018691,19.55922076513899
47,141.0,69.0,1.12,0,14.2,7,19.2,7.0,0.6486486486486487,34.41977484828812
56,127.0,78.0,0.74,4,23.9,3,18.3,3.0,0.550561797752809,14.649324310613927
24,150.0,67.0,1.28,0,22.6,4,24.8,7.0,0.6484375,42.20859644910704
44,143.0,72.0,0.7,3,32.9,3,20.4,6.0,0.696078431372549,23.612496949731398
26,153.0,64.0,1.41,0,10.2,7,28.9,7.0,0.6496350364963503,42.06359041203973
39,134.0,57.0,1.48,0,15.4,7,26.9,7.0,0.6470588235294118,43.46647116282503
51,141.0,67.0,0.49,2,15.1,5,24.8,8.0,0.7474747474747475,26.08558349046713
18,156.0,56.0,1.22,3,10.6,5,25.2,6.0,0.6993006993006993,37.67870965643918
26,153.0,76.0,0.37,0,29.6,2,20.9,7.0,0.652542372881356,19.13764414498456
37,153.0,76.0,0.85,2,22.3,3,20.9,8.0,0.7549019607843137,35.008107219905206
36,154.0,73.0,0.6,3,29.3,3,26.8,6.0,0.6982758620689655,26.43237591197753
53,150.0,83.0,0.61,2,29.4,2,27.7,8.0,0.7528089887640449,32.374409085830116
57,138.0,73.0,1.28,2,21.1,5,26.8,8.0,0.7558139534883721,48.691222119810845
21,157.0,74.0,1.2,0,18.3,7,22.1,7.0,0.6484375,30.576064832941377
26,138.0,76.0,0.68,4,27.0,2,22.4,3.0,0.543859649122807,14.97056274847714
58,131.0,71.0,0.45,0,31.1,2,20.3,7.0,0.6521739130434783,19.753160689885963
39,152.0,70.0,0.25,3,21.6,2,27.1,6.0,0.7008547008547008,16.15488914865635
35,158.0,74.0,0.53,2,31.7,2,18.0,8.0,0.75,23.298221281347033
29,140.0,79.0,0.77,4,22.5,2,18.0,3.0,0.5495495495495496,14.468151080191118
59,143.0,74.0,0.79,3,22.7,3,18.0,6.0,0.7040816326530612,23.1555162936482
56,152.0,74.0,0.66,1,19.0,3,18.0,9.5,0.8478260869565217,33.08845964131227
26,159.0,67.0,0.96,2,12.8,6,29.4,8.0,0.7479674796747967,42.91770252361533
23,156.0,71.0,0.83,3,25.7,2,27.1,6.0,0.7024793388429752,31.039370454050726
36,174.0,55.0,1.15,1,11.9,6,19.2,9.5,0.85,41.01162633521312
24,139.0,75.0,0.94,4,17.9,3,23.6,3.0,0.5470085470085471,19.250882334623196
33,154.0,66.0,1.07,2,21.0,6,29.9,8.0,0.7521367521367521,45.17202560840482
22,159.0,67.0,0.85,3,23.5,5,26.0,6.0,0.7022900763358778,28.958036113422956
33,140.0,78.0,0.67,4,27.9,3,32.5,3.0,0.5486725663716814,18.03996007980056
18,132.0,55.0,1.61,4,12.4,5,23.5,3.0,0.5460992907801419,25.46634304016463
54,151.0,77.0,0.45,1,23.2,3,21.4,9.5,0.8409090909090909,28.430248109405877
56,131.0,71.0,0.59,3,19.9,3,19.7,6.0,0.6976744186046512,22.099792530227305
36,136.0,77.0,0.59,4,29.2,2,24.1,3.0,0.5566037735849056,14.468151080191118
54,154.0,65.0,0.77,1,23.9,5,27.7,9.5,0.8476190476190476,44.77178636742454
34,150.0,70.0,0.7,3,22.4,5,24.4,6.0,0.6956521739130435,28.46309242345563
43,167.0,58.0,1.31,1,10.3,7,22.6,9.5,0.8449612403100775,52.02962150524469
39,146.0,75.0,0.92,3,27.0,3,29.0,6.0,0.696078431372549,32.246167668806386
25,157.0,65.0,1.02,3,14.0,7,26.1,6.0,0.7022900763358778,31.35266106324951
50,147.0,57.0,1.35,2,17.8,6,23.5,8.0,0.75,42.890979049247754
19,163.0,65.0,1.08,3,19.7,4,20.9,6.0,0.7,34.5403886131497
47,153.0,74.0,0.75,3,23.1,4,23.0,6.0,0.7053571428571429,27.189039038652854
37,167.0,65.0,0.9,1,10.2,7,25.9,9.5,0.85,49.91146308860885
35,133.0,75.0,1.0,4,16.6,4,20.9,3.0,0.5471698113207547,17.53458471531965
